timestamp,address,symbol,name,price_usd,volume_24h_usd,liquidity_usd,fdv_usd,chain_id,dex,pair_address,top_10_holders_pct,top_5_holders_pct,holder_concentration,concentration_risk
2025-10-12T14:37:27.565514+00:00,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,PUMP,Pump,0.003938,8266807.1,18558668.75,3937965172.0,solana,pumpswap,2uF4Xh61rDwxnG9woyxsVQP7zuA6kLFpb3NvnRQeoiSd,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,JUP,Jupiter,0.342,1351654.89,639393.32,2394216020.0,solana,orca,C1MgLojNLWBKADvu9BHdtgzz1oZX4dZ5zGdGcgvvW8Wz,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,BONK,Bonk,1.375e-05,143634.45,112451.21,1222055907.0,solana,meteora,6oFWm7KPLfxnwMb3z5xwBoXNSPP3JJyirAPqPSiVcnsp,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,EkJuyYyD3to61CHVPJn6wHb7xANxvqApnVJ4o2SdBAGS,PEPE,Pepe By Matt Furie,0.0007673,51559.92,426662.71,767249.0,solana,meteora,8Lvqv2jgNvcx1NDtMHd5Ahx8ZUjETfLwygq9MtDfPHxe,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,9tPeuW6hAw6YuKGypfuMwBrSrN2ktpdhqXQqxR9z5PCq,BONK,Bonk Coin,2.099e-05,33991.99,50395140.94,2057751025.0,solana,raydium,4RX3HeVhvDT1N2Qnn9wMVtHfSGE3NqU3GYnuhaCoKDUD,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,99kDGDi5Q655ctCAsxfyGSnws8qUwx3KPHF3t5nhCSAZ,PUMP,Pump fun coin,0.004879,33986.99,868748.2,14639652.0,solana,raydium,3wSAsEr1eUpBegmp6VPtcmWg38XSVMjUWA2oqhbt3vYb,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,F9CpWoyeBJfoRB8f2pBe2ZNPbPsEE76mWZWme3StsvHK,PEPE,Pepe,0.0003268,5177.52,78796.62,208876.0,solana,raydium,4YcwqxR7eoH29rF2G7U9YmtzCt1n7tyHcywg3Emif85s,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,B5WTLaRwaUQpKk7ir1wniNB6m5o8GgMrimhKMYan2R6B,PEPE,Pepe,0.0007209,2340.96,318081.33,720564.0,solana,raydium,FCEnSxyJfRSKsz6tASUENCsfGwKgkH6YuRn1AMmyHhZn,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,GapLMjXkfAKd23So5SRqU6yyyFrUmkZAyzEkoKP6BAGS,DOGE,Dogecoin by Billy Markus,0.0001316,1670.85,38076.0,131593.0,solana,meteora,2gFNee5suQKUjDnbMJiVqzzfxsoHwngkMKKsCZdnPscw,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,A8iVH9ZpvVhXDqtbEpWfrvRd4fvZcQSGH2zmtAqEpump,WIF,wallahi im finished,2.014e-05,1401.06,28667.35,20114.0,solana,raydium,FHy449nKbXxpxiHNnRuywQoAcrUyJG4XaUwWKHu8Fr6o,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,KQijDbNJ6rPCqhtXrfH6gKa5cH3a39At8vHq34nnPbF,DOGE,Department Of Governm (Wormhole),0.003715,609.91,9528.17,147815.0,solana,raydium,A12fbV1VVSg6hVHrKESuRcgQvyUPJ3cJmhXrVUo7LMeV,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,9sjdR5pVYKVbkSALTG1CYhaq1gKxayJqo35sskm8bj4D,MEME,MEME,1.211e-05,589.66,14421.35,12085.0,solana,pumpswap,AXWzPzJGQZmBDFEVdhdtuDP9GXL4PppaM43oN5zcLyN,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,9TY6DUg1VSssYH5tFE95qoq5hnAGFak4w3cn72sJNCoV,DOGE,Department of Gov Efficiency,0.02426,572.05,178313.19,240175.0,solana,raydium,3pvmL7M24uqzudAxUYmvixtkWTC5yaDhTUSyB8cewnJK,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,2Zaq3WyDJj2ZkMcuqUiTBfAXCjqZtqihxcwUdwv9dyHA,PEPE,PEPE,0.0004958,453.24,112072.91,426230.0,solana,raydium,GdYgVJ6L5KEuiCkGcNXdaaoog4gFjeVPR2NJd3BFRYF5,0.0,0.0,unknown,unknown
2025-10-12T14:37:27.565514+00:00,fESbUKjuMY6jzDH9VP8cy4p3pu2q5W2rK2XghVfNseP,SOLANA,CatFrogDogShark,7.166e-05,298.25,72828.88,68953.0,solana,raydium,9ndJDvDYQyBDx7KBH3hvp47oCUafAdUEb8xP1ERehmVx,0.0,0.0,unknown,unknown
